"90","RELIEVE C.A.","1","FLA-1813-A","FLA-SPRAY METALIC GOLD","514","SPRAY","2" 
154","COLORES MORON C.A.","1","FLA-20-61-4","FLA-GLOSS VERDE SELVA","507","PINTURAS ESMALTES","7" 
154","COLORES MORON C.A.","1","FLA-20-65-1","FLA-GLOSS TURQUESA","507","PINTURAS ESMALTES","7" 
154","COLORES MORON C.A.","1","FLA-20-65-4","FLA-GLOSS TURQUESA","507","PINTURAS ESMALTES","11" 
154","COLORES MORON C.A.","1","FLA-20-66-1","FLA-GLOSS VERE TILO","507","PINTURAS ESMALTES","12" 
154","COLORES MORON C.A.","1","FLA-20-66-4","FLA-GLOSS VERE TILO","507","PINTURAS ESMALTES","8" 
154","COLORES MORON C.A.","1","FLA-20-71-1","FLA-GLOSS AVELLANA CLARO","507","PINTURAS ESMALTES","21" 
154","COLORES MORON C.A.","1","FLA-20-71-4","FLA-GLOSS AVELLANA CLARO","507","PINTURAS ESMALTES","1" 
154","COLORES MORON C.A.","1","FLA-20-72-1","FLA-GLOSS CAOBA","507","PINTURAS ESMALTES","9" 
154","COLORES MORON C.A.","1","FLA-20-72-4","FLA-GLOSS CAOBA","507","PINTURAS ESMALTES","29" 
154","COLORES MORON C.A.","1","FLA-20-82-1","FLA-GLOSS GRIS MACHETE","507","PINTURAS ESMALTES","8" 
154","COLORES MORON C.A.","1","FLA-20-82-4","FLA-GLOSS GRIS MACHETE","507","PINTURAS ESMALTES","12" 
154","COLORES MORON C.A.","1","FLA-20-91-1","FLA-GLOSS NEGRO","507","PINTURAS ESMALTES","36" 
154","COLORES MORON C.A.","1","FLA-20-91-4","FLA-GLOSS NEGRO","507","PINTURAS ESMALTES","45" 
154","COLORES MORON C.A.","1","FLA-236-00R-1","THINNER ACRILICO REENVASADO","888","THINNER XX","3" 
154","COLORES MORON C.A.","1","FLA-320-020-1","BARNIZ PARA MADERA MATE","800","BARNICES","4" 
154","COLORES MORON C.A.","1","FLA-320-020-4","BARNIZ PARA MADERA MATE","800","BARNICES","1" 
154","COLORES MORON C.A.","1","FLA-320-030-1","BARNIZ PARA MADERA NATURAL","800","BARNICES","8" 
154","COLORES MORON C.A.","1","FLA-320-030-4","BARNIZ NATURAL","800","BARNICES","12" 
154","COLORES MORON C.A.","1","FLA-320-040-1","BARNIZ PARA MADERA CAOBA CLARO","800","BARNICES","14" 
154","COLORES MORON C.A.","1","FLA-320-040-4","BARNIZ P/MADERA CAOBA CLARO","800","BARNICES","16" 
154","COLORES MORON C.A.","1","FLA-320-050-1","BARNIZ CAOBA OSCURO FLAMUKO","800","BARNICES","4" 
154","COLORES MORON C.A.","1","FLA-320-060-1","BARNIZ NOGAL","800","BARNICES","4" 
154","COLORES MORON C.A.","1","FLA-320-060-4","BARNIZ BRILLANTE NOGAL","800","BARNICES","12" 
154","COLORES MORON C.A.","1","FLA-355-001-1","FLA-WALL SATINADO BLANCO","505","PINTURAS CAUCHOS","25" 
154","COLORES MORON C.A.","1","FLA-355-013-1","REGIONAL SATINADO ROSA INTENSO","505","PINTURAS CAUCHOS","29" 
154","COLORES MORON C.A.","1","FLA-355-021-1","FLA-WALL SATINADO BEIGE TAMPIC","505","PINTURAS CAUCHOS","14" 
154","COLORES MORON C.A.","1","FLA-355-031-1","FLA-WALL SAT.LILA CLARO","505","PINTURAS CAUCHOS","25" 
154","COLORES MORON C.A.","1","FLA-355-040-1","FLA-WALL SAT FUSCIA SANTA FE","505","PINTURAS CAUCHOS","37" 
154","COLORES MORON C.A.","1","FLA-355-050-1","FLA-WALL SATINADO ROJO BESO","505","PINTURAS CAUCHOS","7" 
154","COLORES MORON C.A.","1","FLA-355-060-1","FLA-WALL SAT NARANJA AMANECER","505","PINTURAS CAUCHOS","86" 
154","COLORES MORON C.A.","1","FLA-355-070-1","FLA-WALL SATINADO VERDE MANZAN","505","PINTURAS CAUCHOS","32" 
154","COLORES MORON C.A.","1","FLA-355-100-1","BASE SAT FLA-WALL COL/CLAROS P","505","PINTURAS CAUCHOS","21" 
154","COLORES MORON C.A.","1","FLA-355-101-1","BASE SAT.FLA-WALL COL/MEDIO","505","PINTURAS CAUCHOS","4" 
154","COLORES MORON C.A.","1","FLA-355-103-1","FLA-WALL SAT/COL/OSCUROS","505","PINTURAS CAUCHOS","5" 
154","COLORES MORON C.A.","1","FLA-355-105-1","FLA-WALL SATINADO BLANCO OSTRA","505","PINTURAS CAUCHOS","19" 
154","COLORES MORON C.A.","1","FLA-355-113-1","FLA-WALL SATINADO ROSADO CLARO","505","PINTURAS CAUCHOS","13" 
154","COLORES MORON C.A.","1","FLA-355-116-1","FLA-WALL SAT AZUL GENESIS","505","PINTURAS CAUCHOS","1" 
154","COLORES MORON C.A.","1","FLA-355-128-1","FLA-WALL SAT SALMON","505","PINTURAS CAUCHOS","25" 
154","COLORES MORON C.A.","1","FLA-355-150-1","FLA WALL SAT AZUL CASCADA","505","PINTURAS CAUCHOS","19" 
154","COLORES MORON C.A.","1","FLA-355-160-1","FLA-WALL SAT.SABILA","505","PINTURAS CAUCHOS","8" 
154","COLORES MORON C.A.","1","FLA-355-170-1","FLA-WALL SAT CHOCOLATE","505","PINTURAS CAUCHOS","14" 
154","COLORES MORON C.A.","1","FLA-355-2039T-1","FLA-WALL SATINADO AMARILLO NAN","505","PINTURAS CAUCHOS","13" 
154","COLORES MORON C.A.","1","FLA-355-2044P-1","FLA-WALL SATINADO MARFIL TRIGO","505","PINTURAS CAUCHOS","15" 
154","COLORES MORON C.A.","1","FLA-355-2418T-1","FLA-WALL SATINADO AZUL LAGO","505","PINTURAS CAUCHOS","19" 
154","COLORES MORON C.A.","1","FLA-355-2495T-1","FLA-WALL SATINADO VERDE SUERTE","505","PINTURAS CAUCHOS","29" 
154","COLORES MORON C.A.","1","FLA-355-2502D-1","FLA-WALL SATINADO VERDE SUE¥O","505","PINTURAS CAUCHOS","33" 
154","COLORES MORON C.A.","1","FLA-40-12-1","FLA-RAPID BLANCO","507","PINTURAS ESMALTES","20.375" 
154","COLORES MORON C.A.","1","FLA-4002-A","FLA-SPRAY L.A NEGRO MATE","514","SPRAY","1" 
154","COLORES MORON C.A.","1","FLA-4035-A","FLA-SPRAY L.A AZUL MEDIO","514","SPRAY","11" 
154","COLORES MORON C.A.","1","FLA-498-000-4","CATALIZADOR ADUCTO-AMINA PAR.B","506","PINTURAS EPOXICOS","4" 
154","COLORES MORON C.A.","1","FLA-673-001-5","GRAFIADO BLANCO TEMPLO","505","PINTURAS CAUCHOS","4" 
154","COLORES MORON C.A.","1","FLA-70-017-1","FLA-WALL MALVA","505","PINTURAS CAUCHOS","5" 
154","COLORES MORON C.A.","1","FLA-70-042-1","FLA-WALL ROSA SALVAJE","505","PINTURAS CAUCHOS","15" 
154","COLORES MORON C.A.","1","FLA-70-061-1","FLA WALL VERDE BAMBU","505","PINTURAS CAUCHOS","28" 
154","COLORES MORON C.A.","1","FLA-70-100-1","FLA-WALL BASE COLORES CLAROS","505","PINTURAS CAUCHOS","14" 
154","COLORES MORON C.A.","1","FLA-70-101-1","FLA-WALL BASE COLORES MEDIOS","505","PINTURAS CAUCHOS","12" 
154","COLORES MORON C.A.","1","FLA-70-104-1","FLA-WALL BASE COLORES NEUTRA","505","PINTURAS CAUCHOS",".5" 
154","COLORES MORON C.A.","1","FLA-70-105-1","FLA-WALL BASE COLORES OSCUROS","505","PINTURAS CAUCHOS","4.5" 
154","COLORES MORON C.A.","1","FLA-70-11-1","FLA-WALL BLANCO","505","PINTURAS CAUCHOS","22" 
154","COLORES MORON C.A.","1","FLA-70-11-5","FLA-WALL BLANCO","505","PINTURAS CAUCHOS","5" 
154","COLORES MORON C.A.","1","FLA-70-12-1","FLA-WALL BLANCO OSTRA","505","PINTURAS CAUCHOS","9" 
154","COLORES MORON C.A.","1","FLA-70-12-5","FLA-WALL BLANCO OSTRA","505","PINTURAS CAUCHOS","4" 
154","COLORES MORON C.A.","1","FLA-70-21-1","FLA-WALL BEIGE SAHARA","505","PINTURAS CAUCHOS","17" 
154","COLORES MORON C.A.","1","FLA-70-2137T-1","FLA-WALL ALBARICOQUE","505","PINTURAS CAUCHOS","5" 
154","COLORES MORON C.A.","1","FLA-70-23-1","FLA-WALL MARFIL","505","PINTURAS CAUCHOS","19" 
154","COLORES MORON C.A.","1","FLA-70-23-5","FLA-WALL MARFIL","505","PINTURAS CAUCHOS","3" 
154","COLORES MORON C.A.","1","FLA-70-2482D-1","FLA-WALL VERDE CARIBE","505","PINTURAS CAUCHOS","27" 
154","COLORES MORON C.A.","1","FLA-70-29-1","FLA-WALL AMARILLO SOL","505","PINTURAS CAUCHOS","20" 
154","COLORES MORON C.A.","1","FLA-70-32-1","FLA-WALL MOSTAZA","505","PINTURAS CAUCHOS","22" 
154","COLORES MORON C.A.","1","FLA-70-43-1","FLA-WALL ROJO","505","PINTURAS CAUCHOS","11" 
154","COLORES MORON C.A.","1","FLA-70-53-1","FLA-WALL AZUL FUERTE","505","PINTURAS CAUCHOS","19" 
154","COLORES MORON C.A.","1","FLA-70-62-1","FLA-WALL VERDE BOSQUE","505","PINTURAS CAUCHOS","19" 
154","COLORES MORON C.A.","1","FLA-70-68-1","FLA-WALL VERDE GRAMA","505","PINTURAS CAUCHOS","27" 
154","COLORES MORON C.A.","1","FLA-70-81-1","FLA-WALL GRIS CEMENTO","505","PINTURAS CAUCHOS","22" 
154","COLORES MORON C.A.","1","FLA-71-43-1","FLA-SPORT ROJO","506","PINTURAS EPOXICOS","9" 
154","COLORES MORON C.A.","1","FLA-71-43-5","FLA-SPORT ROJO","506","PINTURAS EPOXICOS","4" 
154","COLORES MORON C.A.","1","FLA-71-61-1","FLA-SPORT VERDE","506","PINTURAS EPOXICOS","1" 
154","COLORES MORON C.A.","1","FLA-740-F101-1","FLA CRYL BLANCO DIRECTO","500","PINTURAS ACRILICAS","28.5" 
154","COLORES MORON C.A.","1","FLA-740-F200-1","FLA-CRIL AMARILLO CROMO","500","PINTURAS ACRILICAS","5" 
154","COLORES MORON C.A.","1","FLA-740-F220-1","FLA CRYL AMARILLO LIMON","500","PINTURAS ACRILICAS","8" 
154","COLORES MORON C.A.","1","FLA-740-F800-1","FLA-CRYL NEGRO","500","PINTURAS ACRILICAS","5" 
154","COLORES MORON C.A.","1","FLA-740-F901-1","FLA-CRYL ALUMINIO MEDIO","500","PINTURAS ACRILICAS","13.5" 
154","COLORES MORON C.A.","1","FLA-80-01-4","METALIZADO ALUMINIO ESMALTE","502","PINTURAS ALUMINIOS","35" 
154","COLORES MORON C.A.","1","FLA-80-05-1","ALUMINIO DIFUSO","502","PINTURAS ALUMINIOS","1" 
154","COLORES MORON C.A.","1","FLA-945-0900-4","CATALIXADOR EPOXY","506","PINTURAS EPOXICOS","26" 
154","COLORES MORON C.A.","1","FLA-945-5003-1","EPOXI AZUL OSCURO RAL 5003","506","PINTURAS EPOXICOS","4" 
154","COLORES MORON C.A.","1","FLA-945-5015-1","EPOXI POLIAMIDA AZUL PISCINA","506","PINTURAS EPOXICOS","12" 
154","COLORES MORON C.A.","1","FLA-945-7005-1","EPOXY POLIAMIDA GRIS RATON","506","PINTURAS EPOXICOS","3" 
154","COLORES MORON C.A.","1","REG-359-100-1","CAUCHO PROFESIONAL BLANCO","505","PINTURAS CAUCHOS","53" 
154","COLORES MORON C.A.","1","REG-359-100-5","REGIONAL CAUCHO BLANCO 5/1","505","PINTURAS CAUCHOS","19" 
154","COLORES MORON C.A.","1","REG-359-105-1","CAUCHO PROF.BLANCO OSTRA","505","PINTURAS CAUCHOS","35" 
154","COLORES MORON C.A.","1","REG-359-113-1","CAUCHO PROFESIONAL ROSADO FUER","505","PINTURAS CAUCHOS","23" 
154","COLORES MORON C.A.","1","REG-359-114-1","ROSADO JUVENTUD","505","PINTURAS CAUCHOS","21" 
154","COLORES MORON C.A.","1","REG-359-116-1","REG CAUCHO AZUL BOREAL","505","PINTURAS CAUCHOS","6" 
154","COLORES MORON C.A.","1","REG-359-117-1","CAUCHO PROF LILA EXOTICA","505","PINTURAS CAUCHOS","11" 
154","COLORES MORON C.A.","1","REG-359-121-1","CAUCHO PROFESIONAL DURAZNO SUA","505","PINTURAS CAUCHOS","13" 
154","COLORES MORON C.A.","1","REG-359-122-1","CAUCHO REGIONAL MARFIL","505","PINTURAS CAUCHOS","27" 
154","COLORES MORON C.A.","1","REG-359-123-1","CAUCHO PROF.MARFIL SUAVE","505","PINTURAS CAUCHOS","24" 
154","COLORES MORON C.A.","1","REG-359-124-1","CAUCHO PROF MOSTAZA","505","PINTURAS CAUCHOS","10" 
154","COLORES MORON C.A.","1","REG-359-126-1","CAUCHO REG AMARILLO TULIPAN","505","PINTURAS CAUCHOS","26" 
154","COLORES MORON C.A.","1","REG-359-126-3","CAUCHO PROF AMARILLO TULIPAN","505","PINTURAS CAUCHOS","2" 
154","COLORES MORON C.A.","1","REG-359-127-1","REG CAUCHO MARFIL CLASICO","505","PINTURAS CAUCHOS","31" 
154","COLORES MORON C.A.","1","REG-359-128-1","CAUCHO REGIONAL SALMON CLASICO","505","PINTURAS CAUCHOS","25" 
154","COLORES MORON C.A.","1","REG-359-131-1","CAUCHO MANDARINA.","505","PINTURAS CAUCHOS","7" 
154","COLORES MORON C.A.","1","REG-359-132-1","CAUCHO PROFESIONAL NARANJA CRE","505","PINTURAS CAUCHOS","32" 
154","COLORES MORON C.A.","1","REG-359-140-1","CAUCHO PROF TERRACOTA","505","PINTURAS CAUCHOS","10" 
154","COLORES MORON C.A.","1","REG-359-141-1","REGIONAL CAUCHO ROJO ADOBE","505","PINTURAS CAUCHOS","17" 
154","COLORES MORON C.A.","1","REG-359-151-1","CAUCHO AZUL LIRICO.","505","PINTURAS CAUCHOS","14" 
154","COLORES MORON C.A.","1","REG-359-153-1","CAUCHO AZUL DANUBIO.","505","PINTURAS CAUCHOS","21" 
154","COLORES MORON C.A.","1","REG-359-161-1","CAUCHO REGIONAL MANZANA","505","PINTURAS CAUCHOS","29" 
154","COLORES MORON C.A.","1","REG-359-163-1","REG CAUCHO AZUL PACIFICO","505","PINTURAS CAUCHOS","30" 
154","COLORES MORON C.A.","1","REG-359-163-3","CAUCHO PROF AZUL PACIFICO","505","PINTURAS CAUCHOS","7" 
154","COLORES MORON C.A.","1","REG-359-165-1","REGIONAL CAUCHO TURQ.IMPERIAL","505","PINTURAS CAUCHOS","28" 
154","COLORES MORON C.A.","1","REG-359-166-1","CAUCHO PROF VERDE PRIMAVERA","505","PINTURAS CAUCHOS","24" 
154","COLORES MORON C.A.","1","REG-359-180-1","CAUCHO REGIONAL GRIS CONCRETO","505","PINTURAS CAUCHOS","10" 
154","COLORES MORON C.A.","1","REG-359-700-1","CAUCHO PROF. NEGRO AZABACHE","505","PINTURAS CAUCHOS","4" 
154","COLORES MORON C.A.","1","REG-501-084-4","ESMALTE REGIONAL GRIS OSCURO","507","PINTURAS ESMALTES","1" 
154","COLORES MORON C.A.","1","REG-65-13-1","PASTA PROFESIONAL REGIONAL","505","PINTURAS CAUCHOS","20" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-026F100-1","ARMONIA SUPER ESMALTE BLANCO","507","PINTURAS ESMALTES",".5" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-026F100-4","ARMONIA SUPER ESMALTE BLANCO","507","PINTURAS ESMALTES","12" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-026F617-1","SUPER ESMALTE ARM. GRIS CENIZA","507","PINTURAS ESMALTES","20" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-026F701-1","ARMONIA SUPER ESMALTE ENCINA 1","507","PINTURAS ESMALTES","8" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-026F810-1","SUPER ESMALTE NEGRO","507","PINTURAS ESMALTES","19" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072-104-1","BASE INT. PARA COLORES NEUTRO","505","PINTURAS CAUCHOS","2" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F101-3","ARMONIA INTERIOR BLANCO","505","PINTURAS CAUCHOS","8" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F113-1","ARMONIA INTERIOR ROSA SERENA","505","PINTURAS CAUCHOS","1" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F140-1","ARMONIA INTERIOR MARFIL SUAVE","505","PINTURAS CAUCHOS","12" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F142-1","ARMONIA INTERIOR DURAZNO TIERN","505","PINTURAS CAUCHOS","4" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F2026T-1","ARMONIA INTERIOR RAYO SOLAR","505","PINTURAS CAUCHOS","21" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F2069D-1","ARMONIA INTERIOR MANDARINA","505","PINTURAS CAUCHOS","11" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F2186T-1","ARMONIA INTERIOR PEPPY","505","PINTURAS CAUCHOS","2" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F2326T-1","ARMONIA INTERIOR ELISABETH","505","PINTURAS CAUCHOS","1" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F2374T-1","ARMONIA INTERIOR ETERNO AZUL","505","PINTURAS CAUCHOS","6" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F2481D-1","ARMONIA INTERIOR JAMAICA","505","PINTURAS CAUCHOS","12" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F3003P-1","ARMONIA INTERIOR BARILOCHE","505","PINTURAS CAUCHOS","3" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F600-1","ARMONIA INTERIOR VEREDA","505","PINTURAS CAUCHOS","14" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-072F700-1","ARMONIA INTERIOR MOSQUETERO","505","PINTURAS CAUCHOS","8.5" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-079F116-1","ARMONIA VINTAGE LILA DULCE","505","PINTURAS CAUCHOS","12" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-079F117-1","ARMONIA VINTAGE LILA INSPIRACI","505","PINTURAS CAUCHOS","11" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-079F131-1","ARMONIA INT.VINTAGE NECTARINA","505","PINTURAS CAUCHOS","16" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-079F140-1","ARMONIA INTERIOR VAINILLA CREM","505","PINTURAS CAUCHOS","14" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-079F300-1","ARMONIA VINTAGE VINO ESPUMOSO","505","PINTURAS CAUCHOS","5" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-079F501-1","ARMONIA INTERIOR CIELO ABIERTO","505","PINTURAS CAUCHOS","12" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-079F502-1","ARMONIA VINTAGE AZUL ATLANTIS","505","PINTURAS CAUCHOS","11" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-079F600-1","ARMONIA VINTAGE LIMONCELLO","505","PINTURAS CAUCHOS","9" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F001-1","ARMONIA SATINADO BLANCO","505","PINTURAS CAUCHOS","6" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F010-1","ARMONIA SATINADO BCO. DURAZNO","505","PINTURAS CAUCHOS",".25" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F040-1","ARMONIA SATINADO MELON SUAVE","505","PINTURAS CAUCHOS","4" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F041-1","ARMONIA SATINADO TERCIOPELO","505","PINTURAS CAUCHOS",".25" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F053-1","ARMONIA SATINADO INDIGO","505","PINTURAS CAUCHOS","3" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F080-1","ARMONIA SATINADO VERDE CRISTAL","505","PINTURAS CAUCHOS","3.5" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F100-1","BASE SATINADA COLORES CLAROS","505","PINTURAS CAUCHOS","17.25" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F101-1","ARMONIA SATINADO BASE C/MEDIOS","505","PINTURAS CAUCHOS","34.5" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F104-1","BASE SATINADA COLORES NEUTRA","505","PINTURAS CAUCHOS","45.7" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F2043P-1","ARMONIA SATINADO BRILLO DORADO","505","PINTURAS CAUCHOS","1" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-085F2237D-1","ARMONIA SATINADO DULC.CEREZA","505","PINTURAS CAUCHOS","4" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F071-1","ARMONIA EXTERIOR COCOA","505","PINTURAS CAUCHOS","4" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F100-1","ARMONIA EXTERIOR BLANCO","505","PINTURAS CAUCHOS","19" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F100-5","ARMONIA EXTERIOR BLANCO","505","PINTURAS CAUCHOS","9" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F104-1","BASE EXTERIOR COLORES NEUTRO","505","PINTURAS CAUCHOS","4" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F105-1","BASE EXTERIOR COLORES OSCUROS","505","PINTURAS CAUCHOS","25" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F107-1","ARMONIA EXTERIOR BASE C/MEDIOS","505","PINTURAS CAUCHOS","5.25" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F154-1","ARMONIA EXTERIOR MAGNOLIA","505","PINTURAS CAUCHOS","8" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F2040T-1","ARMONIA EXTERIOR CROCUS","505","PINTURAS CAUCHOS","13" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F210-1","ARMONIA EXTERIOR CREMA ANTE","505","PINTURAS CAUCHOS","3" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F2147C-1","ARMONIA EXTERIOR TOSTADO","505","PINTURAS CAUCHOS","6" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F244-1","ARMONIA EXTERIOR BAMBU","505","PINTURAS CAUCHOS","3" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F2805C-1","ARMONIA EXTERIOR AVELLANA","505","PINTURAS CAUCHOS","17" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F389-1","ARMONIA EXTERIOR ROJO PETALO","505","PINTURAS CAUCHOS","40" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F491-1","ARMONIA EXTERIOR AZUL CROMO","505","PINTURAS CAUCHOS","15" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F496-1","ARMONIA EXTERIOR TURQUESA REAL","505","PINTURAS CAUCHOS","1" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-582F669-1","ARMONIA EXTERIOR GRIS CONCRETO","505","PINTURAS CAUCHOS","1" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-596F121-1","ARM.CREMA DOLCE","505","PINTURAS CAUCHOS","2" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-65-12-E-1","PASTA ARMONIA","505","PINTURAS CAUCHOS","12.25" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-65-12-E-4","ARMONIA PASTA PROF.ESPECIAL","505","PINTURAS CAUCHOS","12" 
174","PINTURAS SAN  FELIPE C.A.","1","ARM-65-12-E-5","PASTA PROFESIONAL ARMONIA","505","PINTURAS CAUCHOS",".05" 
174","PINTURAS SAN  FELIPE C.A.","1","CAR-300-0912-1","CARBOLINE THINNER NRO.2 890.","888","THINNER XX","6" 
174","PINTURAS SAN  FELIPE C.A.","1","CAR-802-0907-1","CARBOGUARD 890 PARTE B CAT.","501","FONDOS","7" 
174","PINTURAS SAN  FELIPE C.A.","1","CAR-806-0500-1","CARBOLINE 193 PRIMER ROJO","501","FONDOS","2" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1900-KX-4","COLORANTE WHITE","517","TINTAS","22.333" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1913-AXN-4","COLORANTE YELLOW","517","TINTAS",".089" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1914-T-4","COLORANTE MEDIUM YELLOW","517","TINTAS","13.381" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1921-D-4","COLORANTE THALO GREEN","517","TINTAS",".013" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1932-E-4","COLORANTE THALO BLUE","517","TINTAS","28.074" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1935-F-4","COLORANTE RED OXIDE","517","TINTAS","3.275" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1940-J-4","COLORANT VIOLET","517","TINTAS","4" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1946-SS-4","COLORANTE PERMANENT RED","517","TINTAS","25.967" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1977-C-4","COLORANTE YELLOW OXIDE","517","TINTAS","19.063" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1982-M-4","COLORANTE MAGENTA","517","TINTAS","30.339" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1988-L-4","COLORANTE RAW UMBER","517","TINTAS","6.391" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1991-B-4","COLORANTE LAMP BLACK","517","TINTAS","20.834" 
174","PINTURAS SAN  FELIPE C.A.","1","CCA-1997-I-4","COLORANTE BROWN OXIDE","517","TINTAS","15.866" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-026-430-1","SUPER ESMALTE AZUL INTENSO","507","PINTURAS ESMALTES","2" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-026-620-4","SUPER ESMALTE GRIS OSCURO","507","PINTURAS ESMALTES","5" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-026-810-1","SUPER ESMALTE NEGRO","507","PINTURAS ESMALTES",".3" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-10-00-1","FONDO ECOLOGICO ANTIALCALINO","501","FONDOS","24" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-10-82-1","FONDO P/HERRERIA ROJO","501","FONDOS","7" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-10-84-1","FONDO P/HERRERIA GRIS","501","FONDOS","1.75" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-10-84-5","FONDO P/HERRERIA GRIS","501","FONDOS","6" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-11-11-1","FONDO PROTECTOR BLANCO","501","FONDOS","7" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-11-11-4","FONDO PROTECTOR BLANCO","501","FONDOS","1" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-156-060-1","METALIZADO ORO DUCADO","507","PINTURAS ESMALTES","4" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-169-100-1","SELLADOR NITRO LISTO PARA USAR","802","SELLADORES PARA MADERA","87.5" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-17-00-1","FONDO ECOLOG/ANTIALCALINO","501","FONDOS","3.5" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-17-00-5","FONDO ECOLOGICO ANTIALCALINO","501","FONDOS","8" 
174","PINTURAS SAN  FELIPE C.A.","1","FLA-20-042-1","FLA-GLOSS ROJO CEREZA NUEVO.","507","PINTURAS ESMALTES","5.879" 
