"90","RELIEVE C.A.","1","FLA-1813-A","FLA-SPRAY METALIC GOLD","514","SPRAY","2" 
485","INVERSIONES TRITON C.A.","3","FLA-20-66-1","FLA-GLOSS VERE TILO","507","PINTURAS ESMALTES","3" 
485","INVERSIONES TRITON C.A.","3","FLA-20-66-4","FLA-GLOSS VERE TILO","507","PINTURAS ESMALTES","1" 
485","INVERSIONES TRITON C.A.","3","FLA-20-71-1","FLA-GLOSS AVELLANA CLARO","507","PINTURAS ESMALTES","3" 
485","INVERSIONES TRITON C.A.","3","FLA-20-72-1","FLA-GLOSS CAOBA","507","PINTURAS ESMALTES","4" 
485","INVERSIONES TRITON C.A.","3","FLA-20-72-4","FLA-GLOSS CAOBA","507","PINTURAS ESMALTES","1" 
485","INVERSIONES TRITON C.A.","3","FLA-20-82-1","FLA-GLOSS GRIS MACHETE","507","PINTURAS ESMALTES","2" 
485","INVERSIONES TRITON C.A.","3","FLA-20-82-4","FLA-GLOSS GRIS MACHETE","507","PINTURAS ESMALTES","4" 
485","INVERSIONES TRITON C.A.","3","FLA-20-91-1","FLA-GLOSS NEGRO","507","PINTURAS ESMALTES","12" 
485","INVERSIONES TRITON C.A.","3","FLA-20-91-4","FLA-GLOSS NEGRO","507","PINTURAS ESMALTES","14" 
485","INVERSIONES TRITON C.A.","3","FLA-300-51-1","CAUCHO CLORADO AZUL","504","PINTURAS CAUCHO CLORADO","4" 
485","INVERSIONES TRITON C.A.","3","FLA-320-020-1","BARNIZ PARA MADERA MATE","800","BARNICES","6" 
485","INVERSIONES TRITON C.A.","3","FLA-320-030-1","BARNIZ PARA MADERA NATURAL","800","BARNICES","4" 
485","INVERSIONES TRITON C.A.","3","FLA-320-030-4","BARNIZ NATURAL","800","BARNICES","6" 
485","INVERSIONES TRITON C.A.","3","FLA-320-040-1","BARNIZ PARA MADERA CAOBA CLARO","800","BARNICES","4" 
485","INVERSIONES TRITON C.A.","3","FLA-320-040-4","BARNIZ P/MADERA CAOBA CLARO","800","BARNICES","3" 
485","INVERSIONES TRITON C.A.","3","FLA-320-060-1","BARNIZ NOGAL","800","BARNICES","4" 
485","INVERSIONES TRITON C.A.","3","FLA-320-060-4","BARNIZ BRILLANTE NOGAL","800","BARNICES","6" 
485","INVERSIONES TRITON C.A.","3","FLA-355-001-1","FLA-WALL SATINADO BLANCO","505","PINTURAS CAUCHOS","10" 
485","INVERSIONES TRITON C.A.","3","FLA-355-013-1","REGIONAL SATINADO ROSA INTENSO","505","PINTURAS CAUCHOS","2" 
485","INVERSIONES TRITON C.A.","3","FLA-355-021-1","FLA-WALL SATINADO BEIGE TAMPIC","505","PINTURAS CAUCHOS","1" 
485","INVERSIONES TRITON C.A.","3","FLA-355-070-1","FLA-WALL SATINADO VERDE MANZAN","505","PINTURAS CAUCHOS","6" 
485","INVERSIONES TRITON C.A.","3","FLA-355-105-1","FLA-WALL SATINADO BLANCO OSTRA","505","PINTURAS CAUCHOS","4" 
485","INVERSIONES TRITON C.A.","3","FLA-355-128-1","FLA-WALL SAT SALMON","505","PINTURAS CAUCHOS","3" 
485","INVERSIONES TRITON C.A.","3","FLA-355-150-1","FLA WALL SAT AZUL CASCADA","505","PINTURAS CAUCHOS","4" 
485","INVERSIONES TRITON C.A.","3","FLA-355-160-1","FLA-WALL SAT.SABILA","505","PINTURAS CAUCHOS","2" 
485","INVERSIONES TRITON C.A.","3","FLA-355-2039T-1","FLA-WALL SATINADO AMARILLO NAN","505","PINTURAS CAUCHOS","5" 
485","INVERSIONES TRITON C.A.","3","FLA-355-2044P-1","FLA-WALL SATINADO MARFIL TRIGO","505","PINTURAS CAUCHOS","2" 
485","INVERSIONES TRITON C.A.","3","FLA-355-2418T-1","FLA-WALL SATINADO AZUL LAGO","505","PINTURAS CAUCHOS","2" 
485","INVERSIONES TRITON C.A.","3","FLA-355-2495T-1","FLA-WALL SATINADO VERDE SUERTE","505","PINTURAS CAUCHOS","2" 
485","INVERSIONES TRITON C.A.","3","FLA-498-000-4","CATALIZADOR ADUCTO-AMINA PAR.B","506","PINTURAS EPOXICOS","4" 
485","INVERSIONES TRITON C.A.","3","FLA-70-017-1","FLA-WALL MALVA","505","PINTURAS CAUCHOS","5" 
485","INVERSIONES TRITON C.A.","3","FLA-70-061-1","FLA WALL VERDE BAMBU","505","PINTURAS CAUCHOS","1" 
485","INVERSIONES TRITON C.A.","3","FLA-70-081-1","FLA-WALL GRIS CEMENTO","505","PINTURAS CAUCHOS","1" 
485","INVERSIONES TRITON C.A.","3","FLA-70-100-1","FLA-WALL BASE COLORES CLAROS","505","PINTURAS CAUCHOS","1" 
485","INVERSIONES TRITON C.A.","3","FLA-70-101-1","FLA-WALL BASE COLORES MEDIOS","505","PINTURAS CAUCHOS","5" 
485","INVERSIONES TRITON C.A.","3","FLA-70-105-1","FLA-WALL BASE COLORES OSCUROS","505","PINTURAS CAUCHOS","5" 
485","INVERSIONES TRITON C.A.","3","FLA-70-11-1","FLA-WALL BLANCO","505","PINTURAS CAUCHOS","14" 
485","INVERSIONES TRITON C.A.","3","FLA-70-11-5","FLA-WALL BLANCO","505","PINTURAS CAUCHOS","4" 
485","INVERSIONES TRITON C.A.","3","FLA-70-12-1","FLA-WALL BLANCO OSTRA","505","PINTURAS CAUCHOS","4" 
485","INVERSIONES TRITON C.A.","3","FLA-70-21-1","FLA-WALL BEIGE SAHARA","505","PINTURAS CAUCHOS","6" 
485","INVERSIONES TRITON C.A.","3","FLA-70-23-1","FLA-WALL MARFIL","505","PINTURAS CAUCHOS","6" 
485","INVERSIONES TRITON C.A.","3","FLA-70-2340P-1","FLA-WALL SWEET LAVANDER","505","PINTURAS CAUCHOS","3" 
485","INVERSIONES TRITON C.A.","3","FLA-70-2437P-1","FLA-WALL DELPHI","505","PINTURAS CAUCHOS","4" 
485","INVERSIONES TRITON C.A.","3","FLA-70-2497C-1","FLA-WALL OCEANO","505","PINTURAS CAUCHOS","2" 
485","INVERSIONES TRITON C.A.","3","FLA-70-29-1","FLA-WALL AMARILLO SOL","505","PINTURAS CAUCHOS","2" 
485","INVERSIONES TRITON C.A.","3","FLA-70-32-1","FLA-WALL MOSTAZA","505","PINTURAS CAUCHOS","7" 
485","INVERSIONES TRITON C.A.","3","FLA-70-41-1","FLA-WALL ROJO TEJA","505","PINTURAS CAUCHOS","9" 
485","INVERSIONES TRITON C.A.","3","FLA-70-53-1","FLA-WALL AZUL FUERTE","505","PINTURAS CAUCHOS","2" 
485","INVERSIONES TRITON C.A.","3","FLA-70-62-1","FLA-WALL VERDE BOSQUE","505","PINTURAS CAUCHOS","3" 
485","INVERSIONES TRITON C.A.","3","FLA-70-68-1","FLA-WALL VERDE GRAMA","505","PINTURAS CAUCHOS","3" 
485","INVERSIONES TRITON C.A.","3","FLA-740-F100-1","FLA-CRIL BLANCO ACRILICO","500","PINTURAS ACRILICAS","4" 
485","INVERSIONES TRITON C.A.","3","FLA-740-F200-1","FLA-CRIL AMARILLO CROMO","500","PINTURAS ACRILICAS","1" 
485","INVERSIONES TRITON C.A.","3","FLA-740-F800-1","FLA-CRYL NEGRO","500","PINTURAS ACRILICAS","4" 
485","INVERSIONES TRITON C.A.","3","FLA-740-F901-1","FLA-CRYL ALUMINIO MEDIO","500","PINTURAS ACRILICAS","2" 
485","INVERSIONES TRITON C.A.","3","FLA-80-05-1","ALUMINIO DIFUSO","502","PINTURAS ALUMINIOS","4" 
485","INVERSIONES TRITON C.A.","3","FLA-945-9003-1","EPOXI P.47% BLANCO (4:1)","506","PINTURAS EPOXICOS","2" 
486","COLORGAMA C.A.","3","ARM-026F100-4","ARMONIA SUPER ESMALTE BLANCO","507","PINTURAS ESMALTES","6" 
486","COLORGAMA C.A.","3","ARM-026F630-4","SUPER ESMALTE GRIS CLARO","507","PINTURAS ESMALTES","6" 
486","COLORGAMA C.A.","3","ARM-072F101-1","ARMONIA INTERIOR BLANCO","505","PINTURAS CAUCHOS","3" 
486","COLORGAMA C.A.","3","ARM-072F2026T-1","ARMONIA INTERIOR RAYO SOLAR","505","PINTURAS CAUCHOS","4" 
486","COLORGAMA C.A.","3","ARM-072F2481D-1","ARMONIA INTERIOR JAMAICA","505","PINTURAS CAUCHOS","19" 
486","COLORGAMA C.A.","3","ARM-079F117-1","ARMONIA VINTAGE LILA INSPIRACI","505","PINTURAS CAUCHOS","2" 
486","COLORGAMA C.A.","3","ARM-079F502-1","ARMONIA VINTAGE AZUL ATLANTIS","505","PINTURAS CAUCHOS","3" 
486","COLORGAMA C.A.","3","ARM-085F080-1","ARMONIA SATINADO VERDE CRISTAL","505","PINTURAS CAUCHOS","1" 
486","COLORGAMA C.A.","3","ARM-085F085-1","ARMONIA SATINADO AGUACATE","505","PINTURAS CAUCHOS","3" 
486","COLORGAMA C.A.","3","ARM-085F087-1","ARMONIA SATINADO ACEITUNA","505","PINTURAS CAUCHOS","3" 
486","COLORGAMA C.A.","3","ARM-582F491-1","ARMONIA EXTERIOR AZUL CROMO","505","PINTURAS CAUCHOS","1" 
486","COLORGAMA C.A.","3","ARM-582F515-1","ARMONIA EXTERIOR AVOCADO","505","PINTURAS CAUCHOS","5" 
486","COLORGAMA C.A.","3","CCA-1935-F-4","COLORANTE RED OXIDE","517","TINTAS","5" 
486","COLORGAMA C.A.","3","FLA-10-82-4","FONDO P/HERRERIA ROJO","501","FONDOS","1" 
486","COLORGAMA C.A.","3","FLA-10-84-1","FONDO P/HERRERIA GRIS","501","FONDOS","3" 
486","COLORGAMA C.A.","3","FLA-10-91-1","FONDO P/HERRERIA NEGRO","501","FONDOS","1" 
486","COLORGAMA C.A.","3","FLA-10-91-4","FONDO NEGRO","501","FONDOS","3" 
486","COLORGAMA C.A.","3","FLA-11-11-1","FONDO PROTECTOR BLANCO","501","FONDOS","5" 
486","COLORGAMA C.A.","3","FLA-11-11-4","FONDO PROTECTOR BLANCO","501","FONDOS","5" 
486","COLORGAMA C.A.","3","FLA-169-100-1","SELLADOR NITRO LISTO PARA USAR","802","SELLADORES PARA MADERA","4" 
486","COLORGAMA C.A.","3","FLA-17-00-1","FONDO ECOLOG/ANTIALCALINO","501","FONDOS","3" 
486","COLORGAMA C.A.","3","FLA-20-01-4","FLA-GLOSS TRANSPARENTE","507","PINTURAS ESMALTES","5" 
486","COLORGAMA C.A.","3","FLA-20-081-1","FLA-GLOSS GRIS CLARO 1/1","507","PINTURAS ESMALTES","2.75" 
486","COLORGAMA C.A.","3","FLA-20-11-1","FLA-GLOSS BLANCO","507","PINTURAS ESMALTES","6" 
486","COLORGAMA C.A.","3","FLA-20-11-4","FLA-GLOSS BLANCO","507","PINTURAS ESMALTES","13" 
486","COLORGAMA C.A.","3","FLA-20-12-1","FLA-GLOSS BLANCO OSTRA","507","PINTURAS ESMALTES","4" 
486","COLORGAMA C.A.","3","FLA-20-23-1","FLA-GLOSS AMARILLO CATERPILLA","507","PINTURAS ESMALTES","4" 
486","COLORGAMA C.A.","3","FLA-20-23-4","FLA-GLOSS AMARILLO CATERPILLA","507","PINTURAS ESMALTES","6" 
486","COLORGAMA C.A.","3","FLA-20-24-1","FLA-GLOSS AMARILLO","507","PINTURAS ESMALTES","4" 
486","COLORGAMA C.A.","3","FLA-20-31-1","FLA-GLOSS NARANJA","507","PINTURAS ESMALTES","4" 
486","COLORGAMA C.A.","3","FLA-20-31-4","FLA-GLOSS NARANJA","507","PINTURAS ESMALTES","6" 
486","COLORGAMA C.A.","3","FLA-20-65-1","FLA-GLOSS TURQUESA","507","PINTURAS ESMALTES","4" 
486","COLORGAMA C.A.","3","FLA-20-66-4","FLA-GLOSS VERE TILO","507","PINTURAS ESMALTES","5" 
486","COLORGAMA C.A.","3","FLA-20-72-1","FLA-GLOSS CAOBA","507","PINTURAS ESMALTES","1" 
486","COLORGAMA C.A.","3","FLA-20-82-4","FLA-GLOSS GRIS MACHETE","507","PINTURAS ESMALTES","6" 
486","COLORGAMA C.A.","3","FLA-20-91-1","FLA-GLOSS NEGRO","507","PINTURAS ESMALTES","7" 
486","COLORGAMA C.A.","3","FLA-300-61-1","CAUCHO CLORADO VERDE","504","PINTURAS CAUCHO CLORADO","4" 
486","COLORGAMA C.A.","3","FLA-320-030-4","BARNIZ NATURAL","800","BARNICES","11" 
486","COLORGAMA C.A.","3","FLA-320-040-4","BARNIZ P/MADERA CAOBA CLARO","800","BARNICES","12" 
486","COLORGAMA C.A.","3","FLA-355-001-1","FLA-WALL SATINADO BLANCO","505","PINTURAS CAUCHOS","2" 
486","COLORGAMA C.A.","3","FLA-673-001-1","GRAFEADO BLANCO","511","PINTURAS OTRAS","1" 
486","COLORGAMA C.A.","3","FLA-70-2497C-1","FLA-WALL OCEANO","505","PINTURAS CAUCHOS","1" 
486","COLORGAMA C.A.","3","FLA-70-29-1","FLA-WALL AMARILLO SOL","505","PINTURAS CAUCHOS","5" 
486","COLORGAMA C.A.","3","FLA-70-41-1","FLA-WALL ROJO TEJA","505","PINTURAS CAUCHOS","1" 
486","COLORGAMA C.A.","3","FLA-70-53-1","FLA-WALL AZUL FUERTE","505","PINTURAS CAUCHOS","1" 
486","COLORGAMA C.A.","3","FLA-70-62-1","FLA-WALL VERDE BOSQUE","505","PINTURAS CAUCHOS","8" 
486","COLORGAMA C.A.","3","PRE-505-2805C-1","MAZAPAN","599","PINTURAS PREPARADAS","3" 
486","COLORGAMA C.A.","3","REG-359-123-3","CAUCHO PROF.MARFIL SUAVE","505","PINTURAS CAUCHOS","2" 
486","COLORGAMA C.A.","3","REG-359-127-3","CAUCHO PROF MARFIL CLASICO","505","PINTURAS CAUCHOS","1" 
486","COLORGAMA C.A.","3","TAM-084-028-1","GRANCOLOR MOSTAZA","505","PINTURAS CAUCHOS","1" 
487","PINTUMARKET C.A.","1","ARM-072F101-1","ARMONIA INTERIOR BLANCO","505","PINTURAS CAUCHOS","12" 
487","PINTUMARKET C.A.","1","ARM-072F105-1","ARMONIA INTERIOR BLANCO OSTRA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-072F113-1","ARMONIA INTERIOR ROSA SERENA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-072F140-1","ARMONIA INTERIOR MARFIL SUAVE","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-072F142-1","ARMONIA INTERIOR DURAZNO TIERN","505","PINTURAS CAUCHOS","8" 
487","PINTUMARKET C.A.","1","ARM-072F2026T-1","ARMONIA INTERIOR RAYO SOLAR","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-072F2069D-1","ARMONIA INTERIOR MANDARINA","505","PINTURAS CAUCHOS","3" 
487","PINTUMARKET C.A.","1","ARM-072F214-1","ARMONIA INTERIOR MELON CLARO","505","PINTURAS CAUCHOS","2" 
487","PINTUMARKET C.A.","1","ARM-072F2247P-1","ARMONIA INT.HECHIZO DE LUNA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-072F2374T-1","ARMONIA INTERIOR ETERNO AZUL","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-072F2398D-1","ARMONIA INTERIOR CLEOPATRA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-072F2481D-1","ARMONIA INTERIOR JAMAICA","505","PINTURAS CAUCHOS","3" 
487","PINTUMARKET C.A.","1","ARM-072F3003P-1","ARMONIA INTERIOR BARILOCHE","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-072F600-1","ARMONIA INTERIOR VEREDA","505","PINTURAS CAUCHOS","3" 
487","PINTUMARKET C.A.","1","ARM-085F001-1","ARMONIA SATINADO BLANCO","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-085F010-1","ARMONIA SATINADO BCO. DURAZNO","505","PINTURAS CAUCHOS","3" 
487","PINTUMARKET C.A.","1","ARM-085F015-1","SATINADO  RAFIA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-085F040-1","ARMONIA SATINADO MELON SUAVE","505","PINTURAS CAUCHOS","1" 
487","PINTUMARKET C.A.","1","ARM-085F080-1","ARMONIA SATINADO VERDE CRISTAL","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-085F084-1","ARMONIA SATINADO AGUAMARINA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-085F085-1","ARMONIA SATINADO AGUACATE","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-085F2043P-1","ARMONIA SATINADO BRILLO DORADO","505","PINTURAS CAUCHOS","1" 
487","PINTUMARKET C.A.","1","ARM-085F2185P-1","ARMONIA SATINADO SE/ORITA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-085F2237D-1","ARMONIA SATINADO DULC.CEREZA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-085F2417T-1","ARMONIA SATINADO AZUL LLUVIA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-085F2436P-1","ARMONIA SATINADO ARBELA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F071-1","ARMONIA EXTERIOR COCOA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F100-1","ARMONIA EXTERIOR BLANCO","505","PINTURAS CAUCHOS","12" 
487","PINTUMARKET C.A.","1","ARM-582F100-5","ARMONIA EXTERIOR BLANCO","505","PINTURAS CAUCHOS","1" 
487","PINTUMARKET C.A.","1","ARM-582F154-1","ARMONIA EXTERIOR MAGNOLIA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F2040T-1","ARMONIA EXTERIOR CROCUS","505","PINTURAS CAUCHOS","5" 
487","PINTUMARKET C.A.","1","ARM-582F210-1","ARMONIA EXTERIOR CREMA ANTE","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F2109T-1","ARMONIA EXTERIOR ROSA TE","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F2147C-1","ARMONIA EXTERIOR TOSTADO","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F2411D-1","ARMONIA EXTERIOR AZUL ZAFIRO","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F244-1","ARMONIA EXTERIOR BAMBU","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F2476C-1","ARMONIA EXTERIOR MAR","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F2805C-1","ARMONIA EXTERIOR AVELLANA","505","PINTURAS CAUCHOS","8" 
487","PINTUMARKET C.A.","1","ARM-582F491-1","ARMONIA EXTERIOR AZUL CROMO","505","PINTURAS CAUCHOS","2" 
487","PINTUMARKET C.A.","1","ARM-582F496-1","ARMONIA EXTERIOR TURQUESA REAL","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F515-1","ARMONIA EXTERIOR AVOCADO","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","ARM-582F669-1","ARMONIA EXTERIOR GRIS CONCRETO","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-10-82-1","FONDO P/HERRERIA ROJO","501","FONDOS","2" 
487","PINTUMARKET C.A.","1","FLA-10-84-1","FONDO P/HERRERIA GRIS","501","FONDOS","14" 
487","PINTUMARKET C.A.","1","FLA-10-91-1","FONDO P/HERRERIA NEGRO","501","FONDOS","7" 
487","PINTUMARKET C.A.","1","FLA-10-91-4","FONDO NEGRO","501","FONDOS","6" 
487","PINTUMARKET C.A.","1","FLA-11-11-1","FONDO PROTECTOR BLANCO","501","FONDOS","4" 
487","PINTUMARKET C.A.","1","FLA-169-100-1","SELLADOR NITRO LISTO PARA USAR","802","SELLADORES PARA MADERA","1" 
487","PINTUMARKET C.A.","1","FLA-17-00-1","FONDO ECOLOG/ANTIALCALINO","501","FONDOS","7" 
487","PINTUMARKET C.A.","1","FLA-180-912-1","FONDO GRIS RELLENADOR","501","FONDOS","4" 
487","PINTUMARKET C.A.","1","FLA-20-01-1","FLA-GLOSS TRANSPARENTE","507","PINTURAS ESMALTES","4" 
487","PINTUMARKET C.A.","1","FLA-20-081-1","FLA-GLOSS GRIS CLARO 1/1","507","PINTURAS ESMALTES","6" 
487","PINTUMARKET C.A.","1","FLA-20-081-4","ESMALTE FLA-GLOSS GRIS CLARO","507","PINTURAS ESMALTES","11" 
487","PINTUMARKET C.A.","1","FLA-20-11-1","FLA-GLOSS BLANCO","507","PINTURAS ESMALTES","2" 
487","PINTUMARKET C.A.","1","FLA-20-11-4","FLA-GLOSS BLANCO","507","PINTURAS ESMALTES","30" 
487","PINTUMARKET C.A.","1","FLA-20-12-1","FLA-GLOSS BLANCO OSTRA","507","PINTURAS ESMALTES","2" 
487","PINTUMARKET C.A.","1","FLA-20-21-1","FLA-GLOSS MARFIL SUAVE","507","PINTURAS ESMALTES","4" 
487","PINTUMARKET C.A.","1","FLA-20-23-1","FLA-GLOSS AMARILLO CATERPILLA","507","PINTURAS ESMALTES","6" 
487","PINTUMARKET C.A.","1","FLA-20-24-1","FLA-GLOSS AMARILLO","507","PINTURAS ESMALTES","3" 
487","PINTUMARKET C.A.","1","FLA-20-28-1","FLA-GLOSS TERRACOTA","507","PINTURAS ESMALTES","5" 
487","PINTUMARKET C.A.","1","FLA-20-31-1","FLA-GLOSS NARANJA","507","PINTURAS ESMALTES","4" 
487","PINTUMARKET C.A.","1","FLA-20-31-4","FLA-GLOSS NARANJA","507","PINTURAS ESMALTES","6" 
487","PINTUMARKET C.A.","1","FLA-20-42-1","FLA-GLOSS ROJO CEREZA","507","PINTURAS ESMALTES","8" 
487","PINTUMARKET C.A.","1","FLA-20-51-1","FLA-GLOSS AZUL BAHIA","507","PINTURAS ESMALTES","2" 
487","PINTUMARKET C.A.","1","FLA-20-51-4","FLA-GLOSS AZUL BAHIA","507","PINTURAS ESMALTES","4" 
487","PINTUMARKET C.A.","1","FLA-20-52-1","FLA-GLOSS AZUL CLARO","507","PINTURAS ESMALTES","6" 
487","PINTUMARKET C.A.","1","FLA-20-54-1","FLA-GLOSS AZUL MEDIO","507","PINTURAS ESMALTES","2" 
487","PINTUMARKET C.A.","1","FLA-20-61-1","FLA-GLOSS VERDE SELVA","507","PINTURAS ESMALTES","4" 
487","PINTUMARKET C.A.","1","FLA-20-62-1","FLA-GLOSS VERDE CLARO","507","PINTURAS ESMALTES","3" 
487","PINTUMARKET C.A.","1","FLA-20-65-1","FLA-GLOSS TURQUESA","507","PINTURAS ESMALTES","4" 
487","PINTUMARKET C.A.","1","FLA-20-66-1","FLA-GLOSS VERE TILO","507","PINTURAS ESMALTES","10" 
487","PINTUMARKET C.A.","1","FLA-20-66-4","FLA-GLOSS VERE TILO","507","PINTURAS ESMALTES","6" 
487","PINTUMARKET C.A.","1","FLA-20-72-1","FLA-GLOSS CAOBA","507","PINTURAS ESMALTES","4" 
487","PINTUMARKET C.A.","1","FLA-20-82-1","FLA-GLOSS GRIS MACHETE","507","PINTURAS ESMALTES","4" 
487","PINTUMARKET C.A.","1","FLA-20-91-1","FLA-GLOSS NEGRO","507","PINTURAS ESMALTES","2" 
487","PINTUMARKET C.A.","1","FLA-320-020-1","BARNIZ PARA MADERA MATE","800","BARNICES","2" 
487","PINTUMARKET C.A.","1","FLA-320-030-1","BARNIZ PARA MADERA NATURAL","800","BARNICES","4" 
487","PINTUMARKET C.A.","1","FLA-320-030-4","BARNIZ NATURAL","800","BARNICES","6" 
487","PINTUMARKET C.A.","1","FLA-320-040-4","BARNIZ P/MADERA CAOBA CLARO","800","BARNICES","6" 
487","PINTUMARKET C.A.","1","FLA-355-001-1","FLA-WALL SATINADO BLANCO","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-355-013-1","REGIONAL SATINADO ROSA INTENSO","505","PINTURAS CAUCHOS","3" 
487","PINTUMARKET C.A.","1","FLA-355-021-1","FLA-WALL SATINADO BEIGE TAMPIC","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-355-070-1","FLA-WALL SATINADO VERDE MANZAN","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-355-105-1","FLA-WALL SATINADO BLANCO OSTRA","505","PINTURAS CAUCHOS","18" 
487","PINTUMARKET C.A.","1","FLA-355-113-1","FLA-WALL SATINADO ROSADO CLARO","505","PINTURAS CAUCHOS","3" 
487","PINTUMARKET C.A.","1","FLA-355-128-1","FLA-WALL SAT SALMON","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-355-150-1","FLA WALL SAT AZUL CASCADA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-355-2039T-1","FLA-WALL SATINADO AMARILLO NAN","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-355-2044P-1","FLA-WALL SATINADO MARFIL TRIGO","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-355-2418T-1","FLA-WALL SATINADO AZUL LAGO","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-355-2495T-1","FLA-WALL SATINADO VERDE SUERTE","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-355-2502D-1","FLA-WALL SATINADO VERDE SUE¥O","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-672-100-5","TEXTURIZADO  BLANCO","505","PINTURAS CAUCHOS","1" 
487","PINTUMARKET C.A.","1","FLA-70-017-1","FLA-WALL MALVA","505","PINTURAS CAUCHOS","2" 
487","PINTUMARKET C.A.","1","FLA-70-061-1","FLA WALL VERDE BAMBU","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-70-11-1","FLA-WALL BLANCO","505","PINTURAS CAUCHOS","16" 
487","PINTUMARKET C.A.","1","FLA-70-12-1","FLA-WALL BLANCO OSTRA","505","PINTURAS CAUCHOS","8" 
487","PINTUMARKET C.A.","1","FLA-70-21-1","FLA-WALL BEIGE SAHARA","505","PINTURAS CAUCHOS","8" 
487","PINTUMARKET C.A.","1","FLA-70-2137T-1","FLA-WALL ALBARICOQUE","505","PINTURAS CAUCHOS","3" 
487","PINTUMARKET C.A.","1","FLA-70-23-1","FLA-WALL MARFIL","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-70-23-5","FLA-WALL MARFIL","505","PINTURAS CAUCHOS","1" 
487","PINTUMARKET C.A.","1","FLA-70-2340P-1","FLA-WALL SWEET LAVANDER","505","PINTURAS CAUCHOS","2" 
487","PINTUMARKET C.A.","1","FLA-70-2437P-1","FLA-WALL DELPHI","505","PINTURAS CAUCHOS","2" 
487","PINTUMARKET C.A.","1","FLA-70-2482D-1","FLA-WALL VERDE CARIBE","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-70-2497C-1","FLA-WALL OCEANO","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-70-29-1","FLA-WALL AMARILLO SOL","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-70-32-1","FLA-WALL MOSTAZA","505","PINTURAS CAUCHOS","4" 
487","PINTUMARKET C.A.","1","FLA-70-43-1","FLA-WALL ROJO","505","PINTURAS CAUCHOS","2" 
